项目id	SKUid	SKU名称	SKUurl	项目匹配词	SKU关键词	SKU价格	SKU销量	相似度
578	1024483802	NBA 苹果时尚篮球手镯手链饰品 运动能量专业时尚球星手圈手环腕带礼物礼品 蓝红色 小号内周长175mm	http://item.jd.com/1024483802.html	运动,时尚,手环	饰品,球星,红色,礼品,周长,mm,手镯,篮球,礼物,时尚,运动,小号,专业,手环,能量,手圈,NBA,腕带,手链,苹果	15.0	80	0.075
578	1024483803	NBA 苹果时尚篮球手镯手链饰品 运动能量专业时尚球星手圈手环腕带礼物礼品 蓝红色 大号内周长195mm	http://item.jd.com/1024483803.html	运动,时尚,手环	周长,球星,红色,礼品,饰品,mm,手镯,篮球,礼物,时尚,大号,运动,腕带,专业,手环,能量,手圈,NBA,手链,苹果	15.0	83	0.075
578	1024483804	NBA 苹果时尚篮球手镯手链饰品 运动能量专业时尚球星手圈手环腕带礼物礼品 黑红色 小号内周长175mm	http://item.jd.com/1024483804.html	运动,时尚,手环	饰品,球星,礼品,周长,mm,手镯,篮球,礼物,时尚,运动,小号,专业,手环,能量,黑红色,手圈,NBA,腕带,手链,苹果	15.0	98	0.075
578	1024483805	NBA 苹果时尚篮球手镯手链饰品 运动能量专业时尚球星手圈手环腕带礼物礼品 黑红色 大号内周长195mm	http://item.jd.com/1024483805.html	运动,时尚,手环	饰品,球星,礼品,周长,mm,手镯,篮球,礼物,时尚,大号,运动,腕带,专业,手环,能量,黑红色,手圈,NBA,手链,苹果	15.0	73	0.075
578	1024483806	NBA 苹果时尚篮球手镯手链饰品 运动能量专业时尚球星手圈手环腕带礼物礼品 黄白色 小号内周长175mm	http://item.jd.com/1024483806.html	运动,时尚,手环	饰品,球星,礼品,周长,mm,手镯,篮球,礼物,时尚,运动,小号,专业,手环,能量,手圈,NBA,腕带,手链,苹果,黄白色	15.0	42	0.075
578	1024483807	NBA 苹果时尚篮球手镯手链饰品 运动能量专业时尚球星手圈手环腕带礼物礼品 黄白色 大号内周长195mm	http://item.jd.com/1024483807.html	运动,时尚,手环	周长,球星,礼品,饰品,mm,手镯,篮球,礼物,时尚,大号,运动,腕带,专业,手环,能量,手圈,NBA,手链,苹果,黄白色	15.0	39	0.075
578	1024483808	NBA 苹果时尚篮球手镯手链饰品 运动能量专业时尚球星手圈手环腕带礼物礼品 绿白色 小号内周长175mm	http://item.jd.com/1024483808.html	运动,时尚,手环	饰品,球星,礼品,周长,mm,手镯,篮球,礼物,时尚,运动,小号,白色,专业,手环,能量,手圈,NBA,腕带,手链,苹果	15.0	37	0.075
578	1024483829	NBA 苹果时尚篮球手镯手链饰品 运动能量专业时尚球星手圈手环腕带礼物礼品 绿白色 大号内周长195mm	http://item.jd.com/1024483829.html	运动,时尚,手环	周长,球星,礼品,饰品,mm,手镯,篮球,礼物,时尚,大号,运动,腕带,白色,专业,手环,能量,手圈,NBA,手链,苹果	15.0	40	0.075
578	1024483830	NBA 苹果时尚篮球手镯手链饰品 运动能量专业时尚球星手圈手环腕带礼物礼品 黑白色 小号内周长175mm	http://item.jd.com/1024483830.html	运动,时尚,手环	饰品,球星,礼品,周长,mm,手镯,篮球,礼物,时尚,运动,小号,白色,专业,手环,能量,手圈,NBA,腕带,手链,苹果	15.0	51	0.075
578	1024483831	NBA 苹果时尚篮球手镯手链饰品 运动能量专业时尚球星手圈手环腕带礼物礼品 黑白色 大号内周长195mm	http://item.jd.com/1024483831.html	运动,时尚,手环	周长,球星,礼品,饰品,mm,手镯,篮球,礼物,时尚,大号,运动,腕带,白色,专业,手环,能量,手圈,NBA,手链,苹果	15.0	98	0.075
578	1024483832	NBA 苹果时尚篮球手镯手链饰品 运动能量专业时尚球星手圈手环腕带礼物礼品 蓝白色 小号内周长175mm	http://item.jd.com/1024483832.html	运动,时尚,手环	饰品,球星,礼品,蓝白色,mm,手镯,篮球,礼物,时尚,运动,小号,周长,手环,能量,手圈,NBA,腕带,手链,苹果,专业	15.0	64	0.075
578	1024483833	NBA 苹果时尚篮球手镯手链饰品 运动能量专业时尚球星手圈手环腕带礼物礼品 蓝白色 大号内周长195mm	http://item.jd.com/1024483833.html	运动,时尚,手环	饰品,球星,礼品,蓝白色,mm,手镯,篮球,礼物,时尚,大号,运动,腕带,周长,手环,能量,手圈,NBA,手链,苹果,专业	15.0	76	0.075
578	1024483834	NBA 苹果时尚篮球手镯手链饰品 运动能量专业时尚球星手圈手环腕带礼物礼品 红白色 小号内周长175mm	http://item.jd.com/1024483834.html	运动,时尚,手环	饰品,球星,礼品,周长,mm,手镯,篮球,礼物,时尚,运动,小号,白色,专业,手环,能量,手圈,NBA,腕带,手链,苹果	15.0	48	0.075
578	1024483835	NBA 苹果时尚篮球手镯手链饰品 运动能量专业时尚球星手圈手环腕带礼物礼品 红白色 大号内周长195mm	http://item.jd.com/1024483835.html	运动,时尚,手环	周长,球星,礼品,饰品,mm,手镯,篮球,礼物,时尚,大号,运动,腕带,白色,专业,手环,能量,手圈,NBA,手链,苹果	15.0	38	0.075
578	1024483836	NBA 苹果时尚篮球手镯手链饰品 运动能量专业时尚球星手圈手环腕带礼物礼品 全套七彩色 小号内周长175mm	http://item.jd.com/1024483836.html	运动,时尚,手环	饰品,球星,手环,礼品,周长,mm,手镯,篮球,礼物,时尚,运动,小号,专业,彩色,能量,手圈,NBA,腕带,手链,苹果	105.0	11	0.075
578	1024483837	NBA 苹果时尚篮球手镯手链饰品 运动能量专业时尚球星手圈手环腕带礼物礼品 全套七彩色 大号内周长195mm	http://item.jd.com/1024483837.html	运动,时尚,手环	周长,球星,手环,礼品,饰品,mm,手镯,篮球,礼物,时尚,大号,运动,腕带,专业,彩色,能量,手圈,NBA,手链,苹果	105.0	31	0.075
578	1031194032	NBA 新款凹凸字 时尚篮球球星球迷硅胶手链 手镯手腕带 运动男款女款潮流手圈手环 热火队詹姆斯James	http://item.jd.com/1031194032.html	运动,时尚,手环	iPhone4,女款,手环,男款,凹凸,硅胶,潮流,手机,运动,保护,James,手圈,NBA,iPhone4S,篮球,球迷,古典,IP,泼墨,新款,S13KB,詹姆斯,球星,系列,手镯,手链,热火队,时尚,保护套,手腕带	53.40625	19	0.075
578	1036024100	NBA篮球球星 运动硅胶 手环手腕带手链 黑红蓝白黄多色时尚手圈手带 精美盒装礼物礼品 火箭队哈登Harden	http://item.jd.com/1036024100.html	运动,时尚,手环	黄多色,球星,礼品,篮球,NBA,精美,时尚,硅胶,哈登,Harden,手链,运动,红蓝白,手环,火箭队,手圈,手腕带,盒装,礼物,手带	19.0	22	0.075
578	1036024101	NBA篮球球星 运动硅胶 手环手腕带手链 黑红蓝白黄多色时尚手圈手带 精美盒装礼物礼品 火箭队霍华德Howard	http://item.jd.com/1036024101.html	运动,时尚,手环	黄多色,球星,礼品,Howard,篮球,NBA,精美,时尚,硅胶,霍华德,手链,运动,红蓝白,手环,火箭队,手圈,手腕带,盒装,礼物,手带	19.0	36	0.075
578	1036518	体记忆超薄环 T9 黑 智能手环腕带睡眠运动计步器防水可视支持APP	http://item.jd.com/1036518.html	运动,防水,睡眠	null,误够,T9,超薄,APP,取件,防水,睡眠,记忆,腕带,计步器,可视,智能手环,支持,备件,条码,体记忆,运动	373.657615894	1149	0.075
578	1043936751	COOKOO 4.0防水手环表 智能无线蓝牙 兼容ios\android平板等设备 布谷鸟 黑色	http://item.jd.com/1043936751.html	智能,防水,手环	布谷鸟,智能,设备,兼容,ios,防水,蓝牙,无线,手环,鑫屹阁,COOKOO,android,黑色,平板	798.0	1	0.075
578	1045651	幻响（i-mu） 智能手环 蓝牙4.0 进口钛合金纯手工打磨 运动睡眠管理 来电提醒 蓝牙防丢 远程自拍 L号	http://item.jd.com/1045651.html	远程,运动,来电提醒,睡眠	幻响,进口,来电提醒,null,打磨,蓝牙,mu,幻响（i-mu）,运动,纯手工,睡眠,钛合金,远程,备件,条码,智能手环,管理	630.428571429	128	0.1
578	1047086930	美国无线智能手环防水震动手环运动睡眠蓝牙计步器 黑色	http://item.jd.com/1047086930.html	运动,防水,手环,睡眠	Flex,防水,睡眠,wisebrave,美国,计步器,无线,手环,震动,Fitbit,智能手环,蓝牙,黑色,运动	992.114176245	263	0.1
578	1047086931	美国无线智能手环防水震动手环运动睡眠蓝牙计步器 蓝色	http://item.jd.com/1047086931.html	运动,防水,手环,睡眠	Flex,蓝色,防水,睡眠,蓝牙,美国,计步器,无线,手环,震动,Fitbit,智能手环,wisebrave,运动	998.0	70	0.1
578	1048721934	情人节Fitbit Flex无线蓝牙智能手环防水苹果iphone运动睡眠记录器 蓝色	http://item.jd.com/1048721934.html	运动,防水,睡眠	morething,Flex,蓝色,情人节,防水,睡眠,蓝牙,Fitbit,运动,无线,记录器,智能手环,苹果,iphone	1080.0	9	0.075
578	1048721935	情人节Fitbit Flex无线蓝牙智能手环防水苹果iphone运动睡眠记录器 黑色	http://item.jd.com/1048721935.html	运动,防水,睡眠	Morething,Flex,morething,情人节,防水,睡眠,蓝牙,Fitbit,运动,iphone,记录器,智能手环,记录,黑色,苹果,无线	720.0	27	0.075
578	1052370623	泊莉恩 新款  P082 能量负离子运动手环 运动健康手镯 时尚保健 防辐射运饰品手链 银色 18CM	http://item.jd.com/1052370623.html	时尚,运动,健康	饰品,泊莉恩（Noproblem）,CM,运动手环,能量,手链,Noproblem,保健,健康,时尚,P082,防辐射,新款,手镯,泊莉恩,银色,负离子,运动	980.0	9	0.075
578	1052378254	克郎托天colantotte磁性钛糖果色运动健康时尚保健硅胶手环磁石男女防辐射手镯日本进口 白紫色 M	http://item.jd.com/1052378254.html	时尚,运动,手环,健康	colantotte,进口,手环,磁性,手镯,磁石,Colantotte,糖果色,保健,克郎托天（Colantotte）,克郎,时尚,硅胶,日本,健康,运动,托天,紫色,防辐射,男女	490.0	1	0.1
578	1052378266	克郎托天colantotte磁性钛糖果色运动健康时尚保健硅胶手环磁石男女防辐射手镯日本进口 淡绿色 M	http://item.jd.com/1052378266.html	时尚,运动,手环,健康	colantotte,进口,手环,磁性,手镯,磁石,Colantotte,糖果色,淡绿色,克郎托天（Colantotte）,保健,克郎,时尚,硅胶,日本,健康,运动,男女,防辐射,托天	490.0	1	0.1
578	1052378269	克郎托天colantotte磁性钛糖果色运动健康时尚保健硅胶手环磁石男女防辐射手镯日本进口 粉色 M	http://item.jd.com/1052378269.html	时尚,运动,手环,健康	colantotte,粉色,手环,磁性,手镯,磁石,Colantotte,糖果色,保健,克郎托天（Colantotte）,克郎,时尚,进口,托天,日本,健康,男女,硅胶,防辐射,运动	490.0	1	0.1
578	1052378272	克郎托天colantotte磁性钛糖果色运动健康时尚保健硅胶手环磁石男女防辐射手镯日本进口 亮蓝色 M	http://item.jd.com/1052378272.html	时尚,运动,手环,健康	colantotte,蓝色,手环,磁性,手镯,磁石,Colantotte,糖果色,保健,克郎托天（Colantotte）,克郎,时尚,进口,托天,日本,健康,男女,硅胶,防辐射,运动	490.0	1	0.1
578	1052632339	克郎托天colantotte轻质硅胶时尚运动健康彩色磁性护高尔夫手环男女通用 日本原装进口 黑白色 L	http://item.jd.com/1052632339.html	运动,时尚,手环,健康	高尔夫,colantotte,托天,手环,磁性,日本原装进口,克郎,时尚,克郎托天（Colantotte）,运动,白色,硅胶,轻质,健康,Colantotte,彩色,男女	197.0	2	0.1
578	1052632340	克郎托天colantotte轻质硅胶时尚运动健康彩色磁性护高尔夫手环男女通用 日本原装进口 黑白色 M	http://item.jd.com/1052632340.html	运动,时尚,手环,健康	高尔夫,colantotte,托天,手环,磁性,日本原装进口,克郎,时尚,克郎托天（Colantotte）,运动,白色,硅胶,轻质,健康,Colantotte,彩色,男女	197.0	1	0.1
578	1052632341	克郎托天colantotte轻质硅胶时尚运动健康彩色磁性护高尔夫手环男女通用 日本原装进口 黄白色 L	http://item.jd.com/1052632341.html	运动,时尚,手环,健康	高尔夫,colantotte,托天,手环,磁性,日本原装进口,克郎,时尚,克郎托天（Colantotte）,男女,运动,硅胶,轻质,健康,Colantotte,彩色,黄白色	197.0	1	0.1
578	1052632344	克郎托天colantotte轻质硅胶时尚运动健康彩色磁性护高尔夫手环男女通用 日本原装进口 粉白色 M	http://item.jd.com/1052632344.html	运动,时尚,手环,健康	高尔夫,colantotte,托天,手环,磁性,日本原装进口,克郎,时尚,克郎托天（Colantotte）,Colantotte,运动,硅胶,轻质,健康,粉白色,彩色,男女	197.0	2	0.1
578	1052632348	克郎托天colantotte轻质硅胶时尚运动健康彩色磁性护高尔夫手环男女通用 日本原装进口 红白色 M	http://item.jd.com/1052632348.html	运动,时尚,手环,健康	高尔夫,colantotte,托天,手环,磁性,日本原装进口,克郎,时尚,克郎托天（Colantotte）,运动,白色,硅胶,轻质,健康,Colantotte,彩色,男女	197.0	1	0.1
578	1052632389	克郎托天colantotte轻质硅胶时尚运动健康彩色磁性护高尔夫手环男女通用 日本原装进口 橙白色 L	http://item.jd.com/1052632389.html	运动,时尚,手环,健康	高尔夫,colantotte,托天,手环,磁性,日本原装进口,克郎,时尚,克郎托天（Colantotte）,运动,白色,硅胶,轻质,健康,Colantotte,彩色,男女	197.0	1	0.1
578	1052632390	克郎托天colantotte轻质硅胶时尚运动健康彩色磁性护高尔夫手环男女通用 日本原装进口 橙白色 M	http://item.jd.com/1052632390.html	运动,时尚,手环,健康	高尔夫,colantotte,托天,手环,磁性,日本原装进口,克郎,时尚,克郎托天（Colantotte）,运动,白色,硅胶,轻质,健康,Colantotte,彩色,男女	197.0	1	0.1
578	1052632391	克郎托天colantotte轻质硅胶时尚运动健康彩色磁性护高尔夫手环男女通用 日本原装进口 蓝白色 L	http://item.jd.com/1052632391.html	运动,时尚,手环,健康	高尔夫,colantotte,托天,手环,磁性,日本原装进口,克郎,时尚,克郎托天（Colantotte）,运动,硅胶,轻质,健康,蓝白色,Colantotte,彩色,男女	197.0	1	0.1
578	1052632392	克郎托天colantotte轻质硅胶时尚运动健康彩色磁性护高尔夫手环男女通用 日本原装进口 蓝白色 M	http://item.jd.com/1052632392.html	运动,时尚,手环,健康	高尔夫,colantotte,托天,手环,磁性,日本原装进口,克郎,时尚,克郎托天（Colantotte）,运动,硅胶,轻质,健康,蓝白色,Colantotte,彩色,男女	197.0	1	0.1
578	1052638363	colantotte克郎托天TRION:Z磁石保健硅胶户外休闲运动时尚彩色手环男女日本进口 红色 M	http://item.jd.com/1052638363.html	时尚,运动,手环	手环,进口,日本,红色,磁石,colantotte,保健,克郎托天（Colantotte）,休闲,克郎,时尚,硅胶,彩色,运动,TRION,Colantotte,男女,户外,托天	210.0	1	0.075
578	1052638365	colantotte克郎托天TRION:Z磁石保健硅胶户外休闲运动时尚彩色手环男女日本进口 黑色 M	http://item.jd.com/1052638365.html	时尚,运动,手环	手环,进口,日本,磁石,colantotte,保健,克郎托天（Colantotte）,休闲,克郎,时尚,硅胶,彩色,运动,TRION,Colantotte,男女,黑色,户外,托天	210.0	41	0.075
578	1059138	体记忆超薄环 T9 薄荷蓝 智能手环腕带睡眠运动计步器防水可视支持APP	http://item.jd.com/1059138.html	运动,防水,睡眠	备件,误够,T9,超薄,APP,取件,防水,睡眠,薄荷,记忆,腕带,计步器,可视,智能手环,支持,null,条码,体记忆,运动	449.869642857	362	0.075
578	1059281870	探路者TOREAD户外智能蓝牙手环TELB90102男款女款通款运动卡路里消耗腕环 黑色	http://item.jd.com/1059281870.html	运动,智能,手环	女款,智能,卡路里,TOREAD,探路者（TOREAD）,TELB90102,蓝牙,运动,通款,腕环,手环,探路者,户外,黑色,男款,消耗	398.0	3	0.075
578	1059907	菲尔德（Phyode） W/Me乐活养生手环 莱姆绿色Lime 健康 养生 智能	http://item.jd.com/1059907.html	智能,手环,健康	Me,乐活,智能,误够,取件,绿色,菲尔德,Phyode,菲尔德（Phyode）,手环,健康,莱姆,养生,Lime	748.0	72	0.075
578	1059908	菲尔德（Phyode） W/Me乐活养生手环 页岩灰Slate 健康 养生 智能	http://item.jd.com/1059908.html	智能,手环,健康	Me,乐活,智能,页岩,误够,Slate,取件,菲尔德,Phyode,菲尔德（Phyode）,手环,健康,备件,条码,养生	687.0	92	0.075
578	1059909	菲尔德（Phyode） W/Me乐活养生手环 湛海蓝Aqua 健康 养生 智能	http://item.jd.com/1059909.html	智能,手环,健康	Me,乐活,智能,手环,误够,取件,Aqua,菲尔德,Phyode,菲尔德（Phyode）,湛海,健康,备件,条码,养生	695.0	110	0.075
578	1059912	菲尔德（Phyode） W/Me乐活养生手环 杏仁橘色 Apricot 健康 养生 智能	http://item.jd.com/1059912.html	智能,手环,健康	Me,乐活,智能,橘色,误够,Apricot,取件,杏仁,菲尔德,Phyode,菲尔德（Phyode）,手环,健康,养生	748.0	45	0.075
578	1064102779	泊莉恩 团购价 热卖 P053 能量负离子运动抗疲劳手环.运动健康 时尚流行饰品手链 黑色	http://item.jd.com/1064102779.html	时尚,运动,手环,健康	泊莉恩（Noproblem）,P053,能量,手链,Noproblem,保健,热卖,时尚,购价,流行饰品,泊莉恩,手环,健康,手圈,抗疲劳,黑色,负离子,运动	142.0	10	0.1
578	1064102780	泊莉恩 P053 能量负离子运动抗疲劳手环.运动健康 保健手圈 时尚流行饰品手链 白色	http://item.jd.com/1064102780.html	时尚,运动,手环,健康	泊莉恩（Noproblem）,P053,能量,手链,Noproblem,保健,流行饰品,时尚,白色,泊莉恩,手环,健康,手圈,抗疲劳,负离子,运动	142.0	1	0.1
